FISHERIES_WATERBODY_ID,LAKE_NAME,ALT_LAKE_NAME,DOW_NBR_PRIMARY,DOW_SUB_BASIN_NBR_PRIMARY,FETCH_ORIENTATION_DEGREES,LAKE_AREA_DOW_ACRES,LAKE_AREA_GIS_ACRES,LAKE_AREA_MN_ACRES,LAKE_AREA_PLANIMETERED_ACRES,LAKE_CENTER_LAT_DD5,LAKE_CENTER_LONG_DD5,LAKE_CENTER_UTM_EASTING,LAKE_CENTER_UTM_NORTHING,LAKE_CLASS_ID_PRIMARY,LAKE_CLASS_ID_ALTERNATE,LARGE_LAKE_FLAG,LITTORAL_AREA_ACRES,MAX_DEPTH_FEET,MAX_FETCH_MILES,MEAN_DEPTH_FEET,PLS_SECTION_ID_LAKE_CENTER,SHORE_LENGTH_MILES,UTM_DATUM_ID,UTM_ZONE_ID,WATERSHED_MINOR_ID
164,Honker,,160601.0,0.0,,56.0,50,50,46,48.088,-90.89108,"657,045","5,328,233",8.0,,N,33.0,34.0,1.0,,"6,500,430",2.0,83.0,15.0,"72,009"
166,South Fowl,,160034.0,0.0,,603.0,"1,586",508,"1,440",48.05326,-90.00283,"723,335","5,326,567",16.0,17.0,N,,10.0,3.0,6.0,"6,410,301",19.0,83.0,15.0,"1,118"
167,Mine,,160597.0,0.0,67.0,40.0,34,34,29,48.08491,-90.86663,"658,875","5,327,939",,,N,,30.0,1.0,,"6,500,429",2.0,83.0,15.0,"72,009"
169,Caribou,,160141.0,0.0,270.0,497.0,462,462,452,48.06918,-90.31162,"700,507","5,327,345",3.0,,N,,65.0,3.0,,"6,510,134",8.0,83.0,15.0,"1,026"
170,Mayhew,,160337.0,0.0,270.0,247.0,221,221,219,48.07795,-90.58646,"679,763","5,327,782",3.0,,N,34.0,84.0,2.0,33.0,"6,500,228",5.0,83.0,15.0,"72,125"
171,Horse,,380792.0,0.0,,724.0,715,715,681,48.07984,-91.76104,"592,277","5,325,916",7.0,,N,375.0,25.0,3.0,,"6,501,132",13.0,83.0,15.0,"72,058"
172,Glee,,160782.0,0.0,,56.0,48,48,49,48.08334,-90.91429,"655,331","5,327,667",15.0,,N,48.0,8.0,1.0,,"6,500,525",2.0,83.0,15.0,"72,009"
173,Unnamed,,160840.0,0.0,,15.0,7,7,9,48.08574,-90.93539,"653,751","5,327,891",,,N,,17.0,,,"6,500,526",1.0,83.0,15.0,"72,009"
175,Boot,,690100.0,0.0,,308.0,323,323,313,48.08662,-91.82999,"587,130","5,326,590",10.0,,N,163.0,27.0,2.0,,"6,501,226",7.0,83.0,15.0,"72,058"
176,Bingshick,,160627.0,0.0,67.0,52.0,46,46,45,48.08377,-90.89627,"656,671","5,327,752",8.0,,N,22.0,37.0,1.0,,"6,500,430",2.0,83.0,15.0,"72,009"
177,Little Mayhew,,160339.0,0.0,90.0,41.0,34,34,35,48.07871,-90.62392,"676,970","5,327,780",4.0,,N,11.0,31.0,1.0,,"6,500,230",1.0,83.0,15.0,"72,125"
178,East Otter,Dan,160246.0,0.0,,51.0,44,44,46,48.07538,-90.51089,"685,400","5,327,676",14.0,,N,44.0,15.0,1.0,,"6,500,131",2.0,83.0,15.0,"1,119"
179,Sema,,380386.0,0.0,,78.0,74,74,86,48.08689,-91.16799,"636,427","5,327,581",4.0,,N,15.0,72.0,1.0,,"6,500,725",2.0,83.0,15.0,"72,123"
181,Spoon,,380388.0,0.0,,285.0,256,256,223,48.08112,-91.20385,"633,772","5,326,877",3.0,,N,87.0,85.0,2.0,,"6,500,726",8.0,83.0,15.0,"72,123"
182,Little Caribou,,160142.0,0.0,90.0,56.0,53,53,58,48.06827,-90.26272,"703,911","5,327,513",13.0,,N,49.0,18.0,1.0,9.0,"6,510,136",2.0,83.0,15.0,"1,026"
184,Bonnie,,380390.0,0.0,,112.0,105,105,71,48.08509,-91.21797,"632,711","5,327,294",12.0,,N,105.0,11.0,1.0,,"6,500,727",3.0,83.0,15.0,"72,123"
185,Picket,,690591.0,0.0,225.0,308.0,317,317,312,48.09391,-92.39503,"545,046","5,326,915",10.0,,N,121.0,23.0,2.0,,"6,501,621",6.0,83.0,15.0,"73,020"
186,McFarland,,160027.0,0.0,315.0,394.0,386,386,384,48.05339,-90.07233,"718,727","5,325,856",3.0,,N,203.0,49.0,2.0,,"6,410,309",7.0,83.0,15.0,"1,018"
187,Fay,,160783.0,0.0,270.0,77.0,71,71,66,48.07898,-90.9124,"655,484","5,327,187",3.0,,N,15.0,62.0,1.0,,"6,500,525",3.0,83.0,15.0,"72,009"
188,Bearskin,West Bearskin,160228.0,0.0,67.0,522.0,509,509,494,48.06615,-90.42828,"691,586","5,326,853",1.0,,N,94.0,78.0,3.0,31.0,"6,500,134",8.0,83.0,15.0,"1,041"
189,Little John,,160026.0,0.0,22.0,39.0,40,40,34,48.0583,-90.05331,"719,552","5,326,981",15.0,,N,40.0,8.0,1.0,,"6,410,303",2.0,83.0,15.0,"1,017"
190,Birch,,160247.0,0.0,112.0,266.0,236,236,246,48.06825,-90.52825,"684,796","5,326,692",3.0,,N,71.0,69.0,3.0,26.0,"6,500,236",7.0,83.0,15.0,"1,042"
191,Howard,,160789.0,0.0,67.0,170.0,166,166,158,48.07657,-90.98473,"650,104","5,326,776",1.0,,N,38.0,125.0,1.0,,"6,500,533",4.0,83.0,15.0,"72,011"
192,Annie,,380195.0,0.0,,23.0,19,19,18,48.08267,-91.09842,"641,620","5,327,238",14.0,,N,16.0,16.0,,,"6,500,628",1.0,83.0,15.0,"72,001"
194,Mueller,,380193.0,0.0,90.0,30.0,24,24,24,48.08148,-91.05561,"644,811","5,327,185",14.0,,N,24.0,36.0,0.0,,"6,500,626",2.0,83.0,15.0,"72,007"
195,West Pope,,160341.0,0.0,90.0,110.0,84,84,71,48.07161,-90.60206,"678,622","5,327,041",15.0,,N,84.0,14.0,1.0,6.0,"6,500,232",4.0,83.0,15.0,"72,125"
196,Calico,,380196.0,0.0,,14.0,12,12,11,48.08204,-91.11537,"640,359","5,327,137",9.0,,N,8.0,20.0,,,"6,500,628",1.0,83.0,15.0,"72,001"
198,Moss,,160234.0,0.0,270.0,136.0,254,254,254,48.06691,-90.47801,"687,879","5,326,814",1.0,,N,64.0,86.0,2.0,42.0,"6,500,132",4.0,83.0,15.0,"1,042"
200,Everett,,160599.0,0.0,,46.0,41,41,46,48.07606,-90.87582,"658,217","5,326,937",,,N,,55.0,1.0,,"6,500,432",2.0,83.0,15.0,"72,009"
201,Brandt,,160600.0,0.0,,121.0,111,111,104,48.0714,-90.86718,"658,580","5,326,052",6.0,,N,66.0,80.0,1.0,,"6,500,432",5.0,83.0,15.0,"72,009"
202,Seahorse,,160786.0,0.0,,26.0,30,30,26,48.07525,-90.94708,"652,912","5,326,703",,,N,,21.0,,,"6,500,534",3.0,83.0,15.0,"72,009"
204,Little Iron,,160355.0,0.0,67.0,121.0,115,115,82,48.06501,-90.64954,"675,510","5,326,280",15.0,,N,78.0,18.0,2.0,,"6,500,336",8.0,83.0,15.0,"72,125"
206,East Pope,,160342.0,0.0,112.0,44.0,36,36,30,48.06897,-90.58035,"680,248","5,326,798",8.0,,N,19.0,28.0,1.0,,"6,500,233",2.0,83.0,15.0,"72,125"
207,Deer,,160136.0,0.0,,83.0,76,76,71,48.06278,-90.3423,"698,004","5,326,695",8.0,,N,,30.0,1.0,,"6,510,132",3.0,83.0,15.0,"1,026"
208,Round,Round Bear,160606.0,0.0,225.0,168.0,154,154,145,48.07002,-90.83768,"661,077","5,326,344",8.0,,N,72.0,45.0,1.0,,"6,500,433",3.0,83.0,15.0,"72,124"
209,Vale,,160061.0,0.0,90.0,24.0,24,24,24,48.05938,-90.18471,"709,758","5,326,735",8.0,,N,13.0,34.0,0.0,,"6,410,203",1.0,83.0,15.0,"1,018"
210,Gadwell,Gadwall,160060.0,0.0,292.0,21.0,20,20,21,48.05737,-90.16691,"711,092","5,326,560",8.0,,N,8.0,52.0,0.0,,"6,410,203",1.0,83.0,15.0,"1,018"
211,Iron,,160328.0,0.0,90.0,138.0,122,122,105,48.0661,-90.60582,"678,361","5,326,420",6.0,,N,73.0,19.0,3.0,,"6,500,232",7.0,83.0,15.0,"72,125"
212,Surber,,160343.0,0.0,270.0,10.0,7,7,8,48.06634,-90.55873,"681,869","5,326,557",9.0,,N,6.0,21.0,0.0,9.0,"6,500,234",1.0,83.0,15.0,"72,125"
213,Ron,West Round,160605.0,0.0,,10.0,11,11,10,48.07162,-90.8507,"660,102","5,326,495",,,N,,20.0,,,"6,500,433",1.0,83.0,15.0,"72,124"
214,Moon,Sucker,160117.0,0.0,67.0,156.0,148,148,145,48.05842,-90.3338,"698,655","5,326,232",8.0,6.0,N,82.0,30.0,1.0,,"6,410,104",4.0,83.0,15.0,"1,026"
216,Moose,,690806.0,0.0,360.0,942.0,929,929,978,48.08139,-92.78988,"515,650","5,325,367",16.0,,N,929.0,10.0,2.0,,"6,501,928",6.0,83.0,15.0,"73,031"
217,Table,,160064.0,0.0,,11.0,20,20,20,48.05807,-90.24574,"705,216","5,326,425",18.0,,N,20.0,5.0,,,"6,410,206",1.0,83.0,15.0,"1,018"
218,Hungry Jack,,160227.0,0.0,270.0,486.0,474,474,463,48.05833,-90.43596,"691,043","5,325,964",3.0,,N,187.0,71.0,3.0,,"6,400,102",8.0,83.0,15.0,"1,041"
219,Ham,,160608.0,0.0,112.0,133.0,119,119,100,48.0672,-90.80775,"663,315","5,326,094",6.0,,N,49.0,40.0,1.0,,"6,500,435",4.0,83.0,15.0,"72,124"
220,Trip,,160451.0,0.0,270.0,14.0,11,11,13,48.06812,-90.74121,"668,269","5,326,340",9.0,,N,11.0,19.0,0.0,,"6,500,332",1.0,83.0,15.0,"72,124"
221,Edith,Cap,160604.0,0.0,,10.0,10,10,10,48.07014,-90.85665,"659,664","5,326,319",,,N,,44.0,,,"6,500,433",1.0,83.0,15.0,"72,009"
222,Extortion,,160450.0,0.0,67.0,22.0,16,16,20,48.06676,-90.7544,"667,473","5,326,246",13.0,,N,16.0,36.0,1.0,,"6,500,331",1.0,83.0,15.0,"72,124"
223,Green,,160628.0,0.0,67.0,45.0,40,40,40,48.07001,-90.8992,"656,494","5,326,216",4.0,,N,7.0,75.0,1.0,,"6,500,431",1.0,83.0,15.0,"72,009"
224,Bench,,160063.0,0.0,270.0,28.0,29,29,26,48.05579,-90.23752,"705,838","5,326,194",14.0,,N,24.0,16.0,0.0,,"6,410,206",1.0,83.0,15.0,"1,018"
225,Myrtle,,690749.0,0.0,225.0,860.0,876,876,889,48.07975,-92.67992,"523,839","5,325,214",16.0,,N,862.0,20.0,3.0,,"6,501,829",8.0,83.0,15.0,"73,029"
226,Rocky,,160115.0,0.0,,83.0,76,76,76,48.05578,-90.29818,"701,318","5,326,031",8.0,,N,,35.0,1.0,,"6,410,103",2.0,83.0,15.0,"1,027"
227,Portage,,160327.0,0.0,270.0,153.0,128,128,145,48.06114,-90.58644,"679,822","5,325,913",6.0,,N,77.0,55.0,2.0,18.0,"6,400,204",6.0,83.0,15.0,"72,125"
228,Bat,,160752.0,0.0,225.0,91.0,83,83,80,48.06623,-90.91447,"655,368","5,325,766",3.0,,N,19.0,110.0,1.0,,"6,500,536",2.0,83.0,15.0,"72,009"
229,French,,160755.0,0.0,,128.0,121,121,112,48.06615,-90.94679,"652,960","5,325,692",3.0,,N,17.0,130.0,1.0,,"6,500,534",3.0,83.0,15.0,"72,009"
230,Canoe,,160112.0,0.0,270.0,107.0,96,96,95,48.0521,-90.26826,"703,562","5,325,701",8.0,6.0,N,55.0,40.0,1.0,,"6,410,101",2.0,83.0,15.0,"1,027"
231,Peter,,160757.0,0.0,247.0,294.0,282,282,259,48.06572,-90.98213,"650,330","5,325,574",1.0,,N,70.0,120.0,,,"6,500,533",7.0,83.0,15.0,"72,011"
232,Spaulding,Spalding,160062.0,0.0,90.0,47.0,43,43,53,48.05225,-90.22241,"706,978","5,325,840",8.0,9.0,N,36.0,36.0,1.0,,"6,410,205",2.0,83.0,15.0,"1,019"
233,Long,,160038.0,0.0,,140.0,148,148,140,48.04953,-90.15129,"711,773","5,325,866",6.0,,N,98.0,24.0,2.0,13.0,"6,410,202",6.0,83.0,15.0,"1,019"
234,Wampus,,160196.0,0.0,247.0,33.0,30,30,28,48.05614,-90.40829,"693,113","5,325,790",14.0,,N,26.0,18.0,0.0,,"6,400,102",1.0,83.0,15.0,"1,026"
235,Kek,Little Kekakabic,380228.0,0.0,,62.0,55,55,58,48.06947,-91.16553,"636,657","5,325,650",4.0,,N,6.0,130.0,,,"6,500,736",1.0,83.0,15.0,"72,001"
236,Leo,,160198.0,0.0,67.0,114.0,102,102,101,48.05508,-90.47505,"688,143","5,325,507",8.0,4.0,N,38.0,28.0,1.0,17.0,"6,400,105",2.0,83.0,15.0,"1,041"
237,Paddle,,160113.0,0.0,,21.0,17,17,16,48.05304,-90.28245,"702,501","5,325,769",14.0,,N,16.0,16.0,,,"6,410,102",1.0,83.0,15.0,"1,027"
238,Ed Shave,Second,690199.0,0.0,360.0,97.0,90,90,82,48.07489,-91.94221,"578,792","5,325,166",12.0,,N,82.0,17.0,1.0,,"6,501,336",2.0,83.0,15.0,"72,071"
239,Flour,Flower,160147.0,0.0,270.0,352.0,330,330,335,48.05229,-90.38731,"694,691","5,325,415",3.0,,N,115.0,75.0,3.0,,"6,400,101",8.0,83.0,15.0,"1,026"
240,East Dawkins,,160418.0,0.0,,80.0,64,64,48,48.05967,-90.73065,"669,134","5,325,277",15.0,,N,64.0,15.0,1.0,7.0,"6,400,305",3.0,83.0,15.0,"72,120"
241,Tucker,Trucker (PWI),160417.0,0.0,67.0,168.0,147,147,168,48.05638,-90.68564,"673,502","5,325,488",6.0,,N,93.0,42.0,3.0,,"6,400,302",8.0,83.0,15.0,"72,120"
242,Unnamed,Little Portage,160297.0,0.0,,13.0,10,10,10,48.05758,-90.56525,"681,413","5,325,568",9.0,,N,7.0,27.0,0.0,11.0,"6,400,203",1.0,83.0,15.0,"72,125"
243,East Bearskin,,160146.0,0.0,247.0,643.0,593,593,441,48.04286,-90.36133,"696,662","5,324,433",3.0,,N,146.0,66.0,3.0,,"6,410,107",14.0,83.0,15.0,"1,027"
244,Crystal,,160090.0,0.0,,210.0,206,206,218,48.04905,-90.23681,"705,918","5,325,446",3.0,,N,,80.0,2.0,,"6,410,206",4.0,83.0,15.0,"1,027"
245,Stump,,160039.0,0.0,,265.0,254,254,237,48.04516,-90.12731,"714,093","5,325,313",3.0,,N,59.0,54.0,3.0,24.0,"6,410,212",6.0,83.0,15.0,"1,019"
246,Gillis,,160753.0,0.0,,703.0,616,616,570,48.05575,-90.92976,"654,260","5,324,570",1.0,,N,88.0,180.0,2.0,16.0,"6,400,502",11.0,83.0,15.0,"72,009"
247,Portage,,380524.0,0.0,,67.0,64,64,69,48.06813,-91.30643,"626,164","5,325,260",4.0,,N,,45.0,1.0,,"6,500,836",2.0,83.0,15.0,"72,123"
248,Kettle,,380392.0,0.0,,47.0,43,43,37,48.06764,-91.22601,"632,156","5,325,341",14.0,,N,43.0,15.0,,,"6,500,734",1.0,83.0,15.0,"72,123"
249,Birch,,380532.0,0.0,225.0,338.0,836,397,711,48.05838,-91.38884,"620,048","5,324,045",7.0,,N,342.0,34.0,3.0,,"6,400,806",28.0,83.0,15.0,"72,123"
250,Powell,,160756.0,0.0,67.0,58.0,51,51,51,48.06156,-90.96229,"651,819","5,325,151",3.0,,N,22.0,75.0,1.0,,"6,400,504",2.0,83.0,15.0,"72,011"
251,Mavis,,160528.0,0.0,270.0,10.0,9,9,10,48.0607,-90.83721,"661,141","5,325,309",4.0,,N,3.0,55.0,0.0,,"6,400,404",0.0,83.0,15.0,"72,124"
252,Blue Snow,,160532.0,0.0,,59.0,51,51,49,48.05948,-90.86909,"658,405","5,325,210",8.0,,N,,50.0,1.0,,"6,400,405",3.0,83.0,15.0,"72,009"
253,Missing Link,,160529.0,0.0,315.0,41.0,37,37,40,48.0586,-90.84593,"660,498","5,325,058",8.0,,N,25.0,25.0,1.0,12.0,"6,400,404",2.0,83.0,15.0,"72,124"
254,West Fern,,160718.0,0.0,90.0,88.0,82,82,75,48.06008,-90.97461,"650,906","5,324,962",4.0,,N,16.0,60.0,1.0,,"6,400,504",2.0,83.0,15.0,"72,011"
255,Pierz,Beaver,160091.0,0.0,67.0,93.0,89,89,88,48.04528,-90.25138,"704,847","5,324,988",8.0,,N,51.0,28.0,1.0,13.0,"6,410,207",3.0,83.0,15.0,"1,027"
256,Bedew,,160300.0,0.0,,45.0,34,34,45,48.05307,-90.62633,"676,878","5,324,924",13.0,,N,,18.0,1.0,,"6,400,206",2.0,83.0,15.0,"72,125"
257,Fern,,160716.0,0.0,,79.0,72,72,57,48.05724,-90.95069,"652,696","5,324,694",3.0,,N,17.0,65.0,1.0,,"6,400,503",2.0,83.0,15.0,"72,009"
258,Dawkins,,160459.0,0.0,,77.0,68,68,68,48.05308,-90.76729,"666,375","5,324,611",9.0,,N,54.0,19.0,1.0,10.0,"6,400,401",3.0,83.0,15.0,"72,120"
259,Rudy,,160148.0,0.0,,45.0,41,41,42,48.04748,-90.38914,"694,573","5,324,876",14.0,,N,41.0,15.0,1.0,,"6,400,112",2.0,83.0,15.0,"1,027"
260,Ruby,,160118.0,0.0,,18.0,15,15,15,48.04786,-90.37618,"695,537","5,324,951",14.0,,N,15.0,10.0,1.0,,"6,410,107",1.0,83.0,15.0,"1,027"
261,One Island,,160298.0,0.0,,28.0,24,24,19,48.05074,-90.58964,"679,620","5,324,750",14.0,,N,18.0,25.0,1.0,,"6,400,204",1.0,83.0,15.0,"1,043"
262,Snipe,,160527.0,0.0,,135.0,115,115,112,48.05158,-90.82622,"661,988","5,324,319",,,N,88.0,90.0,2.0,,"6,400,403",7.0,83.0,15.0,"72,124"
263,Arkose,,380382.0,0.0,,22.0,19,19,21,48.06262,-91.27697,"628,372","5,324,696",4.0,,N,7.0,37.0,,,"6,400,706",1.0,83.0,15.0,"72,129"
264,Virgin,,160719.0,0.0,,60.0,58,58,56,48.0562,-90.99115,"649,685","5,324,499",8.0,,N,22.0,40.0,1.0,,"6,400,505",2.0,83.0,15.0,"72,011"
265,Duck,,690191.0,0.0,,126.0,119,119,110,48.06817,-92.04327,"571,273","5,324,320",17.0,,N,119.0,5.0,1.0,,"6,501,331",2.0,83.0,15.0,"72,082"
266,Beaver,Shelf,160067.0,0.0,,59.0,52,52,59,48.0405,-90.20559,"708,279","5,324,580",,,N,,22.0,1.0,,"6,410,209",3.0,83.0,15.0,"1,019"
267,Fault,,160040.0,0.0,,61.0,59,59,61,48.03733,-90.12624,"714,206","5,324,446",15.0,,N,59.0,10.0,2.0,,"6,410,307",3.0,83.0,15.0,"1,019"
268,Skipper,,160304.0,0.0,,126.0,107,107,108,48.0458,-90.56673,"681,344","5,324,255",6.0,,N,40.0,30.0,1.0,,"6,400,210",4.0,83.0,15.0,"1,043"
269,Rattle,,160720.0,0.0,45.0,50.0,43,43,45,48.05454,-91.00472,"648,679","5,324,288",8.0,6.0,N,28.0,30.0,1.0,,"6,400,506",3.0,83.0,15.0,"72,011"
270,Road,,160200.0,0.0,315.0,15.0,12,12,14,48.04511,-90.4737,"688,280","5,324,402",14.0,,N,12.0,15.0,0.0,,"6,400,108",1.0,83.0,15.0,"1,043"
271,Aspen,,160204.0,0.0,90.0,144.0,141,141,131,48.04254,-90.4113,"692,939","5,324,271",6.0,,N,90.0,29.0,1.0,,"6,400,112",4.0,83.0,15.0,"1,027"
272,Frog,,380520.0,0.0,270.0,58.0,53,53,42,48.05989,-91.35935,"622,242","5,324,259",4.0,,N,22.0,38.0,1.0,,"6,400,804",2.0,83.0,15.0,"72,123"
273,Vera,,380491.0,0.0,45.0,262.0,250,250,245,48.05617,-91.31169,"625,802","5,323,922",3.0,,N,86.0,55.0,2.0,,"6,400,802",6.0,83.0,15.0,"72,129"
274,Rush,,160299.0,0.0,,316.0,261,261,274,48.04424,-90.61552,"677,714","5,323,968",6.0,,N,137.0,54.0,2.0,,"6,400,208",9.0,83.0,15.0,"1,043"
275,Kiowa,,160066.0,0.0,,32.0,31,31,32,48.03813,-90.22923,"706,526","5,324,252",,,N,,29.0,1.0,,"6,410,208",2.0,83.0,15.0,"1,028"
276,Squint,,160202.0,0.0,270.0,18.0,16,16,18,48.04376,-90.46483,"688,946","5,324,274",9.0,,N,14.0,23.0,0.0,,"6,400,109",1.0,83.0,15.0,"1,043"
277,Missionary,,380398.0,0.0,,110.0,99,99,109,48.05663,-91.27626,"628,440","5,324,032",5.0,,N,22.0,71.0,,,"6,400,706",3.0,83.0,15.0,"72,129"
278,Carlson,,690746.0,0.0,,116.0,111,111,116,48.06744,-92.61464,"528,709","5,323,868",17.0,,N,111.0,8.0,1.0,,"6,501,835",2.0,83.0,15.0,"73,039"
279,Tuscarora,,160623.0,0.0,315.0,860.0,805,805,833,48.04159,-90.88316,"657,776","5,323,090",1.0,,N,198.0,130.0,2.0,,"6,400,408",14.0,83.0,15.0,"72,009"
280,Trader,,380490.0,0.0,,89.0,54,54,54,48.05435,-91.2898,"627,437","5,323,755",17.0,,N,54.0,10.0,,,"6,400,801",2.0,83.0,15.0,"72,129"
281,Crocodile,,160119.0,0.0,90.0,335.0,295,295,272,48.03529,-90.33662,"698,533","5,323,655",12.0,,N,247.0,17.0,4.0,,"6,410,108",11.0,83.0,15.0,"1,028"
283,Lum,,160303.0,0.0,,36.0,29,29,27,48.04129,-90.58302,"680,146","5,323,716",13.0,,N,23.0,17.0,1.0,,"6,400,209",2.0,83.0,15.0,"1,043"
284,Prune,,160308.0,0.0,90.0,15.0,9,9,11,48.0394,-90.51803,"684,997","5,323,660",14.0,,N,8.0,21.0,0.0,,"6,400,212",1.0,83.0,15.0,"1,043"
285,Copper,,160538.0,0.0,,41.0,37,37,34,48.04082,-90.83154,"661,583","5,322,974",,,N,24.0,52.0,1.0,,"6,400,409",3.0,83.0,15.0,"72,124"
286,Banadad,,160350.0,0.0,,211.0,178,178,168,48.0387,-90.66698,"680,028","5,253,728",6.0,,N,89.0,45.0,2.0,,"6,400,310",8.0,83.0,15.0,"1,043"
287,Trident,Triangle,380495.0,0.0,225.0,99.0,93,93,90,48.05151,-91.35663,"622,464","5,323,332",12.0,,N,93.0,14.0,1.0,,"6,400,804",3.0,83.0,15.0,"72,129"
288,Lizz,,160199.0,0.0,22.0,25.0,23,23,30,48.03399,-90.50579,"685,929","5,323,088",8.0,,N,21.0,30.0,1.0,8.0,"6,400,107",2.0,83.0,15.0,"1,044"
290,Tin Can Mike,,380785.0,0.0,,142.0,145,145,147,48.05203,-91.77128,"591,564","5,322,813",8.0,,N,94.0,29.0,1.0,,"6,401,105",3.0,83.0,15.0,"72,058"
291,Parsnip,,160120.0,0.0,,24.0,20,20,27,48.02806,-90.2583,"704,399","5,323,056",9.0,,N,20.0,25.0,1.0,,"6,410,113",2.0,83.0,15.0,"1,028"
292,Explorer,,380399.0,0.0,,59.0,52,52,52,48.04961,-91.28561,"627,761","5,323,236",4.0,,N,14.0,75.0,,,"6,400,812",1.0,83.0,15.0,"72,129"
293,Ecstasy,,160722.0,0.0,360.0,66.0,49,49,66,48.04304,-90.95635,"652,317","5,323,105",,,N,,47.0,,,"6,400,510",2.0,83.0,15.0,"72,011"
294,Neglige,,380492.0,0.0,225.0,36.0,32,32,28,48.04971,-91.30248,"626,504","5,323,220",4.0,8.0,N,8.0,58.0,1.0,,"6,400,812",2.0,83.0,15.0,"72,129"
295,Crooked,,160723.0,0.0,,321.0,244,244,233,48.03913,-90.93157,"654,176","5,322,719",3.0,,N,109.0,66.0,1.0,,"6,400,511",9.0,83.0,15.0,"72,009"
296,Agassa,,690176.0,0.0,225.0,90.0,72,72,55,48.05536,-91.94855,"578,349","5,322,988",17.0,,N,72.0,9.0,1.0,,"6,401,302",3.0,83.0,15.0,"72,073"
297,Elm,,160721.0,0.0,360.0,126.0,109,109,126,48.0384,-90.96891,"651,395","5,322,565",,,N,,77.0,,,"6,400,509",4.0,83.0,15.0,"72,011"
298,Owl,,160726.0,0.0,,80.0,77,77,81,48.03998,-90.90865,"655,881","5,322,860",3.0,,N,30.0,70.0,1.0,,"6,400,512",3.0,83.0,15.0,"72,009"
299,Manomin,,380616.0,0.0,,455.0,409,409,403,48.04453,-91.4803,"613,264","5,322,367",12.0,,N,403.0,18.0,2.0,,"6,400,909",7.0,83.0,15.0,"72,029"
300,Sucker,,380530.0,0.0,45.0,337.0,393,370,382,48.04412,-91.42384,"618,000","5,322,557",6.0,5.0,N,178.0,31.0,1.0,,"6,400,912",11.0,83.0,15.0,"72,123"
301,Jonathan,Serenade,690317.0,0.0,,133.0,59,59,,48.05448,-92.14909,"563,407","5,322,706",17.0,,N,59.0,6.0,,,"6,401,405",1.0,83.0,15.0,"72,086"
302,Meeds,,160307.0,0.0,90.0,408.0,351,351,337,48.02955,-90.55074,"682,593","5,322,487",6.0,,N,142.0,41.0,2.0,,"6,400,214",9.0,83.0,15.0,"1,044"
303,Unnamed,,160814.0,0.0,,10.0,6,6,7,48.02511,-90.17985,"710,260","5,322,940",9.0,,N,,22.0,,,"6,410,215",1.0,83.0,15.0,"1,019"
304,Bear Club,Bearcub,160205.0,0.0,45.0,31.0,25,25,29,48.02905,-90.39345,"694,321","5,322,816",15.0,,N,25.0,11.0,1.0,,"6,400,113",1.0,83.0,15.0,"1,043"
305,Swamp,,160215.0,0.0,,208.0,181,181,181,48.02906,-90.48212,"687,710","5,322,598",17.0,,N,181.0,10.0,1.0,,"6,400,117",4.0,83.0,15.0,"1,043"
308,South Bean,,160073.0,0.0,,18.0,16,16,17,48.02322,-90.25053,"704,998","5,322,539",14.0,,N,16.0,14.0,,,"6,410,218",1.0,83.0,15.0,"1,028"
309,Bow,,160211.0,0.0,,30.0,23,23,25,48.02686,-90.44079,"690,800","5,322,454",15.0,,N,23.0,11.0,1.0,5.0,"6,400,115",1.0,83.0,15.0,"1,043"
310,Raven,,380113.0,0.0,,204.0,179,179,205,48.03715,-91.14304,"638,419","5,322,097",3.0,,N,70.0,56.0,1.0,,"6,400,607",3.0,83.0,15.0,"72,002"
311,Bootleg,,690452.0,0.0,,352.0,347,347,340,48.04247,-92.19979,"559,643","5,321,330",10.0,,N,126.0,26.0,1.0,,"6,401,512",5.0,83.0,15.0,"72,097"
312,Carrot,,160071.0,0.0,90.0,28.0,31,31,27,48.02207,-90.22848,"706,646","5,322,470",13.0,,N,21.0,17.0,0.0,10.0,"6,410,217",1.0,83.0,15.0,"1,028"
313,Shoko,,160208.0,0.0,90.0,49.0,45,45,53,48.02589,-90.41987,"692,363","5,322,399",8.0,,N,41.0,25.0,1.0,,"6,400,114",2.0,83.0,15.0,"1,043"
314,Quiver,,160210.0,0.0,90.0,18.0,15,15,19,48.02618,-90.43134,"691,507","5,322,402",9.0,,N,13.0,25.0,1.0,,"6,400,115",1.0,83.0,15.0,"1,043"
315,Flag,,160212.0,0.0,,10.0,9,9,8,48.02575,-90.46073,"689,317","5,322,282",18.0,,N,9.0,9.0,1.0,,"6,400,116",1.0,83.0,15.0,"1,043"
316,Caribou,,160240.0,0.0,90.0,297.0,246,246,255,48.02407,-90.51108,"685,569","5,321,972",13.0,,N,203.0,26.0,1.0,,"6,400,118",8.0,83.0,15.0,"1,044"
317,Kraut,,160123.0,0.0,270.0,24.0,20,20,24,48.02136,-90.2881,"702,204","5,322,233",8.0,9.0,N,16.0,20.0,0.0,,"6,410,114",1.0,83.0,15.0,"1,028"
318,Unnamed,Little Bear Cub,160206.0,0.0,,10.0,9,9,10,48.0237,-90.40621,"693,389","5,322,190",9.0,,N,,25.0,,,"6,400,114",1.0,83.0,15.0,"1,043"
